단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수,라운드
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,04,금,상주 상무,수원 삼성,상주시민운동장,맑음,28.2℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,05,토,FC 서울,부산 아이파크,서울월드컵경기장,흐림,27.3℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,05,토,포항 스틸러스,대구 FC,포항스틸야드,비,22.7℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,05,토,성남 FC,전북 현대,탄천종합운동장,흐림,27.5℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,06,일,강원 FC,인천 Utd,강릉종합운동장,비,24℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,06,일,울산 현대,광주 FC,울산문수축구경기장,비,20.9℃,0,19
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,12,토,광주 FC,전북 현대,광주축구전용구장,비,25.8℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,12,토,울산 현대,대구 FC,울산문수축구경기장,비,22℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,12,토,상주 상무,성남 FC,상주시민운동장,비,22.5℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,13,일,부산 아이파크,인천 Utd,부산구덕운동장,흐림,24.6℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,13,일,강원 FC,포항 스틸러스,강릉종합운동장,구름많음,24.3℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,13,일,FC 서울,수원 삼성,서울월드컵경기장,구름조금,26.6℃,0,20
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,15,화,광주 FC,상주 상무,광주축구전용구장,구름많음,28.3℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,15,화,전북 현대,울산 현대,전주월드컵경기장,비,29.2℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,수원 삼성,포항 스틸러스,수원월드컵경기장,흐림,25.4℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,대구 FC,성남 FC,DGB대구은행파크,비,23.7℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,인천 Utd,FC 서울,인천축구전용경기장,비,25.3℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,16,수,부산 아이파크,강원 FC,부산구덕운동장,비,24.1℃,0,21
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,강원 FC,수원 삼성,강릉종합운동장,맑음,23.1℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,FC 서울,대구 FC,서울월드컵경기장,맑음,24.9℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,전북 현대,부산 아이파크,전주월드컵경기장,구름조금,25.3℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,성남 FC,광주 FC,탄천종합운동장,맑음,24.9℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,인천 Utd,울산 현대,인천축구전용경기장,맑음,23.5℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,20,일,포항 스틸러스,상주 상무,포항스틸야드,맑음,24.6℃,0,22
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,26,토,수원 삼성,FC 서울,수원월드컵경기장,구름조금,24.9℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,성남 FC,인천 Utd,탄천종합운동장,맑음,26℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,대구 FC,울산 현대,DGB대구은행파크,구름조금,24.3℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,상주 상무,전북 현대,상주시민운동장,맑음,23.8℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,포항 스틸러스,광주 FC,포항스틸야드,맑음,23.8℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,09,27,일,부산 아이파크,강원 FC,부산구덕운동장,구름조금,25.6℃,0,23
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,02,금,울산 현대,상주 상무,울산문수축구경기장,구름조금,25.7℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,03,토,전북 현대,포항 스틸러스,전주월드컵경기장,비,25.2℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,03,토,광주 FC,대구 FC,광주축구전용구장,비,26.2℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,04,일,강원 FC,성남 FC,강릉종합운동장,구름많음,20.6℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,04,일,FC 서울,부산 아이파크,서울월드컵경기장,구름많음,21.8℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,04,일,인천 Utd,수원 삼성,인천축구전용경기장,구름많음,20.6℃,0,24
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,16,금,강원 FC,인천 Utd,강릉종합운동장,구름많음,12.6℃,0,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,17,토,성남 FC,FC 서울,탄천종합운동장,비,18.6℃,1535,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,17,토,상주 상무,대구 FC,상주시민운동장,구름조금,19.5℃,666,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,18,일,포항 스틸러스,울산 현대,포항스틸야드,구름조금,19.8℃,2453,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,18,일,전북 현대,광주 FC,전주월드컵경기장,맑음,20.7℃,3598,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,18,일,부산 아이파크,수원 삼성,부산구덕운동장,구름조금,22.2℃,830,25
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,23,금,수원 삼성,성남 FC,수원월드컵경기장,맑음,12.9℃,2583,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,24,토,인천 Utd,부산 아이파크,인천축구전용경기장,맑음,13.5℃,3428,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,24,토,FC 서울,강원 FC,서울월드컵경기장,맑음,14℃,2621,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,25,일,대구 FC,포항 스틸러스,DGB대구은행파크,구름조금,20.8℃,3030,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,25,일,울산 현대,전북 현대,울산문수축구경기장,맑음,20.6℃,6973,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,25,일,광주 FC,상주 상무,광주축구전용구장,맑음,19.6℃,851,26
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,31,토,강원 FC,수원 삼성,춘천송암스포츠타운,구름많음,16.5℃,1967,27
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,31,토,성남 FC,부산 아이파크,탄천종합운동장,구름조금,18.6℃,1655,27
KLEAGUE,K LEAGUE 1,2020 시즌,2020,10,31,토,FC 서울,인천 Utd,서울월드컵경기장,구름많음,18.2℃,5485,27
KLEAGUE,K LEAGUE 1,2020 시즌,2020,11,01,일,울산 현대,광주 FC,울산문수축구경기장,비,15.7℃,3478,27
KLEAGUE,K LEAGUE 1,2020 시즌,2020,11,01,일,포항 스틸러스,상주 상무,포항스틸야드,비,11.8℃,3280,27
KLEAGUE,K LEAGUE 1,2020 시즌,2020,11,01,일,전북 현대,대구 FC,전주월드컵경기장,비,13.8℃,10251,27
KLEAGUE,K LEAGUE 1,2021 시즌,2021,02,27,토,전북 현대,FC 서울,전주월드컵경기장,구름많음,15.3℃,6199,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,02,27,토,대구 FC,수원 FC,DGB대구은행파크,흐림,8.9℃,3025,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,02,28,일,수원 삼성,광주 FC,수원월드컵경기장,구름많음,10.7℃,3258,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,02,28,일,포항 스틸러스,인천 Utd,포항스틸야드,구름많음,12℃,2899,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,01,월,성남 FC,제주 Utd,탄천종합운동장,눈,8.1℃,1218,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,01,월,울산 현대,강원 FC,울산문수축구경기장,비,16℃,3943,1
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,06,토,제주 Utd,전북 현대,제주월드컵경기장,흐림,14.2℃,2648,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,06,토,광주 FC,울산 현대,광주축구전용구장,구름많음,17.2℃,1953,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,06,토,강원 FC,포항 스틸러스,강릉종합운동장,흐림,5.8℃,1207,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,06,토,인천 Utd,대구 FC,인천축구전용경기장,구름조금,11.4℃,1930,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,07,일,수원 삼성,성남 FC,수원월드컵경기장,구름조금,10.8℃,3087,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,07,일,FC 서울,수원 FC,서울월드컵경기장,구름조금,12.2℃,4100,2
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,09,화,제주 Utd,포항 스틸러스,제주월드컵경기장,구름많음,13.5℃,1136,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,09,화,울산 현대,인천 Utd,울산문수축구경기장,흐림,15.1℃,2231,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,09,화,전북 현대,강원 FC,전주월드컵경기장,구름많음,13.5℃,2477,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,10,수,수원 FC,수원 삼성,수원종합운동장,맑음,16.8℃,1104,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,10,수,대구 FC,광주 FC,DGB대구은행파크,맑음,14.1℃,1876,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,10,수,성남 FC,FC 서울,탄천종합운동장,맑음,16.8℃,1334,3
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,13,토,대구 FC,제주 Utd,DGB대구은행파크,맑음,16℃,2616,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,13,토,광주 FC,전북 현대,광주축구전용구장,맑음,16.7℃,2025,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,13,토,포항 스틸러스,울산 현대,포항스틸야드,흐림,14.6℃,3954,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,13,토,인천 Utd,FC 서울,인천축구전용경기장,구름조금,12.7℃,1930,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,14,일,수원 삼성,강원 FC,수원월드컵경기장,구름조금,13.4℃,2880,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,14,일,수원 FC,성남 FC,수원종합운동장,구름조금,13.4℃,786,4
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,16,화,울산 현대,제주 Utd,울산문수축구경기장,비,21.6℃,2294,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,16,화,전북 현대,대구 FC,전주월드컵경기장,비,15.6℃,2378,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,17,수,포항 스틸러스,수원 삼성,포항스틸야드,맑음,17.7℃,1839,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,17,수,강원 FC,성남 FC,강릉종합운동장,맑음,18.4℃,1014,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,17,수,FC 서울,광주 FC,서울월드컵경기장,맑음,17.5℃,2723,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,17,수,인천 Utd,수원 FC,인천축구전용경기장,맑음,12.8℃,1756,5
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,20,토,전북 현대,수원 FC,전주월드컵경기장,비,11.1℃,3549,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,20,토,제주 Utd,광주 FC,제주월드컵경기장,비,15.7℃,1251,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,21,일,대구 FC,울산 현대,DGB대구은행파크,구름많음,11.7℃,3055,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,21,일,수원 삼성,FC 서울,수원월드컵경기장,구름조금,8.9℃,3311,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,21,일,성남 FC,포항 스틸러스,탄천종합운동장,구름조금,8.9℃,1345,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,03,21,일,강원 FC,인천 Utd,강릉종합운동장,비,9.2℃,1550,6
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,02,금,포항 스틸러스,대구 FC,포항스틸야드,흐림,19.5℃,2173,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,03,토,수원 삼성,전북 현대,수원월드컵경기장,비,18.6℃,3169,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,03,토,FC 서울,강원 FC,서울월드컵경기장,비,18℃,3165,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,03,토,성남 FC,울산 현대,탄천종합운동장,비,18.6℃,1133,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,04,일,광주 FC,인천 Utd,광주축구전용구장,비,13.2℃,993,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,04,일,수원 FC,제주 Utd,수원종합운동장,비,15.8℃,514,7
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,06,화,대구 FC,성남 FC,DGB대구은행파크,맑음,21.4℃,2169,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,06,화,포항 스틸러스,전북 현대,포항스틸야드,구름조금,20.8℃,1742,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,07,수,울산 현대,FC 서울,울산문수축구경기장,맑음,19.2℃,3038,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,07,수,광주 FC,수원 FC,광주축구전용구장,맑음,23.2℃,758,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,07,수,인천 Utd,수원 삼성,인천축구전용경기장,맑음,16.7℃,1930,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,07,수,제주 Utd,강원 FC,제주월드컵경기장,구름조금,18.3℃,1081,8
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,10,토,성남 FC,광주 FC,탄천종합운동장,맑음,17.7℃,1081,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,10,토,FC 서울,포항 스틸러스,서울월드컵경기장,맑음,18.8℃,4147,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,10,토,강원 FC,대구 FC,강릉종합운동장,맑음,18.4℃,1627,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,11,일,전북 현대,인천 Utd,전주월드컵경기장,맑음,23.9℃,3128,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,11,일,수원 FC,울산 현대,수원종합운동장,구름조금,22.4℃,1056,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,11,일,제주 Utd,수원 삼성,제주월드컵경기장,구름조금,21.5℃,2366,9
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,17,토,수원 FC,강원 FC,수원종합운동장,구름조금,14.1℃,400,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,17,토,인천 Utd,제주 Utd,인천축구전용경기장,구름조금,12.5℃,1831,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,17,토,FC 서울,대구 FC,서울월드컵경기장,구름조금,14.6℃,2750,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,17,토,광주 FC,포항 스틸러스,광주축구전용구장,구름조금,16.5℃,1055,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,18,일,수원 삼성,울산 현대,수원월드컵경기장,맑음,14.3℃,2761,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,18,일,전북 현대,성남 FC,전주월드컵경기장,구름조금,15.7℃,3635,10
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,20,화,강원 FC,광주 FC,춘천송암스포츠타운,맑음,25.6℃,1025,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,20,화,포항 스틸러스,수원 FC,포항스틸야드,맑음,26.7℃,1369,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,21,수,대구 FC,수원 삼성,DGB대구은행파크,구름조금,29.5℃,2037,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,21,수,성남 FC,인천 Utd,탄천종합운동장,구름조금,28.6℃,634,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,21,수,울산 현대,전북 현대,울산문수축구경기장,구름조금,25.7℃,3232,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,21,수,제주 Utd,FC 서울,제주월드컵경기장,구름많음,22.8℃,1934,11
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,24,토,광주 FC,대구 FC,광주축구전용구장,구름조금,27.2℃,1265,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,24,토,포항 스틸러스,제주 Utd,포항스틸야드,구름많음,23.4℃,2041,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,24,토,강원 FC,전북 현대,춘천송암스포츠타운,구름많음,22.5℃,2204,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,25,일,성남 FC,수원 삼성,탄천종합운동장,맑음,24.1℃,1360,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,25,일,수원 FC,FC 서울,수원종합운동장,맑음,24.1℃,876,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,25,일,인천 Utd,울산 현대,인천축구전용경기장,맑음,22.5℃,1930,12
KLEAGUE,K LEAGUE 1,2021 시즌,2021,04,30,금,FC 서울,성남 FC,서울월드컵경기장,비,14.6℃,1972,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,01,토,수원 FC,대구 FC,수원종합운동장,비,14.2℃,570,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,01,토,수원 삼성,포항 스틸러스,수원월드컵경기장,비,14.2℃,3045,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,01,토,울산 현대,광주 FC,울산문수축구경기장,비,15.2℃,2650,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,02,일,전북 현대,제주 Utd,전주월드컵경기장,비,17.9℃,4295,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,02,일,인천 Utd,강원 FC,인천축구전용경기장,비,16.4℃,1930,13
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,08,토,포항 스틸러스,강원 FC,포항스틸야드,맑음,24.5℃,2079,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,08,토,대구 FC,인천 Utd,DGB대구은행파크,맑음,26.1℃,2958,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,08,토,제주 Utd,수원 FC,제주월드컵경기장,구름많음,25.3℃,1574,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,09,일,전북 현대,수원 삼성,전주월드컵경기장,맑음,22.5℃,5478,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,11,화,수원 FC,광주 FC,수원종합운동장,구름많음,24.6℃,224,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,11,화,인천 Utd,포항 스틸러스,인천축구전용경기장,구름많음,24.6℃,1428,14
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,12,수,강원 FC,울산 현대,춘천송암스포츠타운,구름조금,26.1℃,1262,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,12,수,수원 삼성,제주 Utd,수원월드컵경기장,구름조금,27.2℃,1680,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,15,토,인천 Utd,광주 FC,인천축구전용경기장,비,24.7℃,1873,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,15,토,강원 FC,수원 FC,춘천송암스포츠타운,비,26.2℃,1654,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,16,일,제주 Utd,대구 FC,제주월드컵경기장,비,28.5℃,1014,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,16,일,울산 현대,수원 삼성,울산문수축구경기장,비,23.7℃,2728,15
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,18,화,수원 FC,포항 스틸러스,수원종합운동장,구름조금,23.9℃,486,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,19,수,광주 FC,제주 Utd,광주축구전용구장,구름많음,28.2℃,890,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,19,수,수원 삼성,대구 FC,수원월드컵경기장,구름조금,26.2℃,3304,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,19,수,전북 현대,울산 현대,전주월드컵경기장,구름조금,27.5℃,5980,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,21,금,수원 FC,인천 Utd,수원종합운동장,비,16.9℃,446,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,22,토,울산 현대,포항 스틸러스,울산문수축구경기장,맑음,24.5℃,4040,16
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,22,토,제주 Utd,성남 FC,제주월드컵경기장,구름조금,22℃,1014,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,23,일,대구 FC,전북 현대,DGB대구은행파크,구름조금,30.8℃,3085,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,23,일,강원 FC,FC 서울,춘천송암스포츠타운,흐림,25.3℃,1862,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,23,일,광주 FC,수원 삼성,광주축구전용구장,구름많음,30.4℃,1269,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,29,토,인천 Utd,전북 현대,인천축구전용경기장,구름조금,18.1℃,1930,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,29,토,FC 서울,수원 삼성,서울월드컵경기장,비,19.1℃,4976,17
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,29,토,제주 Utd,울산 현대,제주월드컵경기장,맑음,23.8℃,2135,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,29,토,성남 FC,수원 FC,탄천종합운동장,구름조금,20.9℃,1145,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,30,일,포항 스틸러스,광주 FC,포항스틸야드,비,26.8℃,2663,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,05,30,일,대구 FC,강원 FC,DGB대구은행파크,구름조금,28.5℃,3096,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,06,06,일,성남 FC,전북 현대,탄천종합운동장,구름조금,27.5℃,1183,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,06,06,일,대구 FC,FC 서울,DGB대구은행파크,비,30.4℃,1232,18
KLEAGUE,K LEAGUE 1,2021 시즌,2021,06,19,토,광주 FC,FC 서울,광주축구전용구장,구름조금,29℃,1364,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,06,20,일,울산 현대,성남 FC,울산문수축구경기장,구름조금,28.4℃,3913,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,06,26,토,성남 FC,강원 FC,탄천종합운동장,비,27.4℃,1301,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,14,수,FC 서울,인천 Utd,서울월드컵경기장,구름많음,33.5℃,0,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,20,화,수원 삼성,수원 FC,수원월드컵경기장,흐림,32.8℃,0,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,21,수,광주 FC,강원 FC,광주축구전용구장,구름조금,35.1℃,701,19
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,23,금,수원 삼성,인천 Utd,수원월드컵경기장,맑음,35.7℃,0,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,24,토,포항 스틸러스,FC 서울,포항스틸야드,구름많음,34.2℃,2033,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,25,일,강원 FC,제주 Utd,춘천송암스포츠타운,맑음,36.3℃,775,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,25,일,울산 현대,수원 FC,울산문수축구경기장,구름많음,31.1℃,2373,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,31,토,FC 서울,울산 현대,서울월드컵경기장,비,34.3℃,0,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,07,31,토,제주 Utd,인천 Utd,제주월드컵경기장,비,31.1℃,761,20
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,01,일,대구 FC,포항 스틸러스,DGB대구은행파크,비,35.1℃,2680,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,01,일,광주 FC,성남 FC,광주축구전용구장,비,32.6℃,740,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,01,일,강원 FC,수원 삼성,춘천송암스포츠타운,비,32.6℃,1086,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,04,수,울산 현대,대구 FC,울산문수축구경기장,맑음,33.3℃,2127,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,04,수,수원 FC,전북 현대,수원종합운동장,구름조금,33.4℃,0,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,04,수,포항 스틸러스,성남 FC,포항스틸야드,구름조금,33.9℃,978,21
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,07,토,울산 현대,강원 FC,울산문수축구경기장,비,33.7℃,2415,22
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,07,토,성남 FC,포항 스틸러스,탄천종합운동장,구름조금,32.4℃,0,22
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,07,토,전북 현대,대구 FC,전주월드컵경기장,구름많음,32.8℃,3465,22
KLEAGUE,K LEAGUE 1,2021 시즌,2021,08,07,토,수원 삼성,제주 Utd,수원월드컵경기장,구름조금,32.4℃,0,22
