단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수,라운드
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,06,일,부천FC,김포 FC,부천종합운동장,맑음,5.6℃,796,3
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,12,토,대전 하나 시티즌,FC 안양,대전월드컵경기장,구름많음,21.6℃,2417,4
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,12,토,김포 FC,서울 이랜드,김포솔터축구장,구름많음,20.5℃,2061,4
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,12,토,안산 그리너스,광주 FC,안산와~스타디움,구름많음,20.5℃,455,4
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,13,일,부산 아이파크,부천FC,부산아시아드주경기장,비,16.3℃,905,4
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,13,일,경남 FC,전남 드래곤즈,밀양종합운동장,비,17.3℃,281,4
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,15,화,김포 FC,충남 아산 FC,김포솔터축구장,구름조금,13.6℃,570,5
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,15,화,대전 하나 시티즌,안산 그리너스,대전월드컵경기장,구름조금,16.3℃,607,5
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,16,수,FC 안양,부산 아이파크,안양종합운동장,구름조금,16.5℃,599,5
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,16,수,전남 드래곤즈,부천FC,광양전용구장,비,16.6℃,457,5
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,16,수,광주 FC,서울 이랜드,광주축구전용구장,구름조금,22.2℃,321,5
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,19,토,서울 이랜드,충남 아산 FC,목동종합운동장 주경기장,눈,6.1℃,2376,6
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,19,토,부산 아이파크,전남 드래곤즈,부산아시아드주경기장,비,9.7℃,711,6
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,20,일,부천FC,광주 FC,부천종합운동장,구름많음,8.6℃,1057,6
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,20,일,김포 FC,대전 하나 시티즌,김포솔터축구장,구름많음,8.6℃,1398,6
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,20,일,안산 그리너스,경남 FC,안산와~스타디움,구름많음,8.6℃,560,6
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,26,토,광주 FC,충남 아산 FC,광주축구전용구장,,,416,7
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,26,토,전남 드래곤즈,안산 그리너스,광양전용구장,,,780,7
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,26,토,대전 하나 시티즌,경남 FC,대전월드컵경기장,,,1164,7
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,27,일,부산 아이파크,김포 FC,부산아시아드주경기장,,,1658,7
KLEAGUE,K LEAGUE 2,2022 시즌,2022,03,27,일,서울 이랜드,FC 안양,잠실올림픽주경기장,,,1044,7
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,02,토,전남 드래곤즈,서울 이랜드,광양전용구장,맑음,11.5℃,663,8
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,02,토,FC 안양,김포 FC,안양종합운동장,맑음,13.7℃,2883,8
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,02,토,부천FC,대전 하나 시티즌,부천종합운동장,맑음,13.7℃,1131,8
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,03,일,충남 아산 FC,부산 아이파크,이순신종합운동장,맑음,17.9℃,5612,8
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,03,일,경남 FC,광주 FC,밀양종합운동장,맑음,18.7℃,442,8
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,05,화,전남 드래곤즈,대전 하나 시티즌,광양전용구장,구름많음,14.7℃,525,9
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,05,화,부천FC,서울 이랜드,부천종합운동장,구름많음,16.4℃,613,9
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,06,수,충남 아산 FC,경남 FC,이순신종합운동장,맑음,20.9℃,232,9
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,06,수,안산 그리너스,FC 안양,안산와~스타디움,구름조금,16.9℃,1283,9
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,06,수,광주 FC,부산 아이파크,광주축구전용구장,맑음,21.9℃,385,9
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,09,토,대전 하나 시티즌,서울 이랜드,대전월드컵경기장,,,1969,10
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,09,토,충남 아산 FC,안산 그리너스,이순신종합운동장,,,744,10
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,10,일,부천FC,FC 안양,부천종합운동장,,,1762,10
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,10,일,광주 FC,전남 드래곤즈,광주축구전용구장,,,909,10
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,11,월,김포 FC,경남 FC,김포솔터축구장,,,686,10
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,16,토,경남 FC,부천FC,진주종합경기장,,,1399,11
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,16,토,김포 FC,안산 그리너스,김포솔터축구장,,,1574,11
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,17,일,부산 아이파크,서울 이랜드,부산아시아드주경기장,,,1369,11
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,18,월,FC 안양,광주 FC,안양종합운동장,,,1044,11
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,18,월,충남 아산 FC,대전 하나 시티즌,이순신종합운동장,,,759,11
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,23,토,광주 FC,부천FC,광주축구전용구장,,,1061,12
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,23,토,경남 FC,서울 이랜드,진주종합경기장,,,938,12
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,24,일,충남 아산 FC,김포 FC,이순신종합운동장,,,734,12
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,24,일,부산 아이파크,FC 안양,부산아시아드주경기장,,,1232,12
KLEAGUE,K LEAGUE 2,2022 시즌,2022,04,24,일,안산 그리너스,대전 하나 시티즌,안산와~스타디움,,,1016,12
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,03,화,안산 그리너스,경남 FC,안산와~스타디움,맑음,20.9℃,588,13
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,03,화,충남 아산 FC,FC 안양,이순신종합운동장,맑음,21.4℃,506,13
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,04,수,부천FC,부산 아이파크,부천종합운동장,맑음,25.3℃,864,13
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,04,수,김포 FC,광주 FC,김포솔터축구장,맑음,25.3℃,975,13
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,07,토,부천FC,전남 드래곤즈,부천종합운동장,비,23℃,1425,13
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,07,토,FC 안양,안산 그리너스,안양종합운동장,비,23℃,1625,14
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,07,토,광주 FC,서울 이랜드,광주축구전용구장,맑음,24.4℃,1145,14
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,09,월,부산 아이파크,충남 아산 FC,부산아시아드주경기장,구름조금,20.2℃,1585,14
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,09,월,대전 하나 시티즌,김포 FC,대전월드컵경기장,비,23.7℃,1679,14
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,14,토,경남 FC,대전 하나 시티즌,진주종합경기장,구름조금,24.6℃,1379,14
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,14,토,부산 아이파크,전남 드래곤즈,부산아시아드주경기장,구름조금,24.3℃,2823,15
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,14,토,김포 FC,FC 안양,김포솔터축구장,구름조금,18.7℃,1534,15
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,15,일,광주 FC,안산 그리너스,광주축구전용구장,구름조금,21.7℃,1049,15
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,15,일,충남 아산 FC,부천FC,이순신종합운동장,구름조금,22.2℃,1137,15
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,17,화,서울 이랜드,김포 FC,목동종합운동장 주경기장,맑음,27.4℃,799,15
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,17,화,전남 드래곤즈,FC 안양,광양전용구장,맑음,23.9℃,698,16
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,17,화,대전 하나 시티즌,부산 아이파크,대전월드컵경기장,맑음,28.4℃,1172,16
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,18,수,부천FC,경남 FC,부천종합운동장,비,26.5℃,1266,16
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,18,수,안산 그리너스,충남 아산 FC,안산와~스타디움,비,26.5℃,785,16
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,21,토,대전 하나 시티즌,부천FC,대전월드컵경기장,맑음,28.7℃,4607,16
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,21,토,전남 드래곤즈,안산 그리너스,광양전용구장,맑음,23.8℃,1138,17
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,22,일,경남 FC,광주 FC,진주종합경기장,맑음,32.2℃,1218,17
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,22,일,김포 FC,부산 아이파크,김포솔터축구장,구름조금,25.1℃,1452,17
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,22,일,FC 안양,서울 이랜드,안양종합운동장,구름조금,25.1℃,1430,17
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,28,토,부산 아이파크,광주 FC,부산아시아드주경기장,구름조금,27℃,1904,17
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,28,토,FC 안양,경남 FC,안양종합운동장,맑음,29℃,1354,18
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,28,토,서울 이랜드,대전 하나 시티즌,목동종합운동장 주경기장,맑음,29.3℃,1713,18
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,29,일,안산 그리너스,김포 FC,안산와~스타디움,구름많음,28.8℃,1344,18
KLEAGUE,K LEAGUE 2,2022 시즌,2022,05,29,일,충남 아산 FC,전남 드래곤즈,이순신종합운동장,구름조금,31.6℃,4594,18
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,04,토,서울 이랜드,부천FC,목동종합운동장 주경기장,구름많음,29.7℃,1222,18
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,04,토,대전 하나 시티즌,전남 드래곤즈,대전월드컵경기장,구름많음,30.6℃,3273,19
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,04,토,경남 FC,김포 FC,진주종합경기장,구름많음,28.7℃,752,19
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,05,일,광주 FC,충남 아산 FC,광주축구전용구장,비,22.8℃,660,19
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,05,일,부산 아이파크,안산 그리너스,부산아시아드주경기장,비,19.1℃,916,19
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,08,수,서울 이랜드,전남 드래곤즈,목동종합운동장 주경기장,구름많음,25.8℃,705,19
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,11,토,광주 FC,FC 안양,광주축구전용구장,구름조금,31.1℃,849,20
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,12,일,서울 이랜드,부산 아이파크,목동종합운동장 주경기장,구름많음,31.5℃,1796,20
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,12,일,전남 드래곤즈,경남 FC,광양전용구장,구름많음,25.3℃,968,20
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,13,월,안산 그리너스,부천FC,안산와~스타디움,구름많음,29.9℃,855,20
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,13,월,충남 아산 FC,대전 하나 시티즌,이순신종합운동장,흐림,27.8℃,1032,20
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,18,토,FC 안양,대전 하나 시티즌,안양종합운동장,흐림,26.3℃,1805,21
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,18,토,전남 드래곤즈,광주 FC,광양전용구장,구름많음,26℃,1868,21
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,18,토,김포 FC,부천FC,김포솔터축구장,흐림,26.3℃,1595,21
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,19,일,충남 아산 FC,서울 이랜드,이순신종합운동장,흐림,29.2℃,1246,21
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,19,일,부산 아이파크,경남 FC,부산아시아드주경기장,맑음,26.7℃,1390,21
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,21,화,대전 하나 시티즌,광주 FC,대전월드컵경기장,맑음,35.7℃,1791,22
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,21,화,김포 FC,전남 드래곤즈,김포솔터축구장,구름조금,31.4℃,801,22
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,22,수,서울 이랜드,안산 그리너스,목동종합운동장 주경기장,구름많음,31℃,563,22
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,22,수,부천FC,FC 안양,부천종합운동장,구름많음,30.1℃,772,22
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,22,수,경남 FC,충남 아산 FC,진주종합경기장,구름조금,34.7℃,386,22
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,25,토,충남 아산 FC,안산 그리너스,이순신종합운동장,구름조금,32.9℃,1732,23
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,25,토,FC 안양,서울 이랜드,안양종합운동장,구름많음,31.7℃,1242,23
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,26,일,대전 하나 시티즌,김포 FC,대전월드컵경기장,비,31.1℃,1554,23
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,26,일,광주 FC,경남 FC,광주축구전용구장,구름많음,31.1℃,2089,23
KLEAGUE,K LEAGUE 2,2022 시즌,2022,06,26,일,부산 아이파크,부천FC,부산아시아드주경기장,흐림,25.7℃,1113,23
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,02,토,안산 그리너스,FC 안양,안산와~스타디움,구름조금,33.7℃,1018,24
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,02,토,부천FC,대전 하나 시티즌,부천종합운동장,구름조금,33.7℃,1540,24
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,02,토,김포 FC,광주 FC,김포솔터축구장,구름조금,33.7℃,1504,24
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,03,일,충남 아산 FC,부산 아이파크,이순신종합운동장,비,34.7℃,704,24
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,03,일,서울 이랜드,전남 드래곤즈,목동종합운동장 주경기장,구름조금,34.2℃,655,24
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,05,화,대전 하나 시티즌,안산 그리너스,대전월드컵경기장,구름많음,33.7℃,1098,25
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,05,화,광주 FC,부천FC,광주축구전용구장,비,32℃,487,25
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,06,수,전남 드래곤즈,경남 FC,광양전용구장,구름많음,33.7℃,1906,25
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,06,수,FC 안양,충남 아산 FC,안양종합운동장,비,34.5℃,826,25
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,06,수,부산 아이파크,김포 FC,부산아시아드주경기장,흐림,30.4℃,1054,25
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,09,토,안산 그리너스,부천FC,안산와~스타디움,구름많음,31.3℃,1088,26
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,09,토,경남 FC,부산 아이파크,진주종합경기장,구름조금,34.6℃,965,26
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,10,일,충남 아산 FC,전남 드래곤즈,이순신종합운동장,비,35.1℃,712,26
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,11,월,김포 FC,FC 안양,김포솔터축구장,비,30.6℃,934,26
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,11,월,서울 이랜드,광주 FC,목동종합운동장 주경기장,비,30.6℃,550,26
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,15,금,광주 FC,FC 안양,광주축구전용구장,구름조금,31.4℃,867,27
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,15,금,경남 FC,충남 아산 FC,창원축구센터,구름조금,34.2℃,1047,27
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,17,일,전남 드래곤즈,김포 FC,광양전용구장,비,28.7℃,1710,27
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,18,월,부산 아이파크,안산 그리너스,부산아시아드주경기장,비,26.2℃,993,27
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,18,월,대전 하나 시티즌,서울 이랜드,대전월드컵경기장,비,25.5℃,1482,27
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,23,토,부천FC,충남 아산 FC,부천종합운동장,비,28.1℃,985,28
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,23,토,안산 그리너스,김포 FC,안산와~스타디움,비,28.1℃,3019,28
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,24,일,전남 드래곤즈,부산 아이파크,광양전용구장,비,25.2℃,1248,28
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,26,화,김포 FC,부천FC,김포솔터축구장,구름조금,33.8℃,1285,28
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,26,화,경남 FC,안산 그리너스,창원축구센터,구름조금,32.6℃,597,28
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,27,수,부산 아이파크,광주 FC,부산아시아드주경기장,구름많음,30.5℃,1219,29
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,30,토,광주 FC,대전 하나 시티즌,광주축구전용구장,구름많음,30.5℃,3326,29
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,31,일,안산 그리너스,전남 드래곤즈,안산와~스타디움,비,29.7℃,968,29
KLEAGUE,K LEAGUE 2,2022 시즌,2022,07,31,일,FC 안양,부산 아이파크,안양종합운동장,비,29.7℃,1161,29
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,01,월,부천FC,경남 FC,부천종합운동장,비,32.8℃,1011,29
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,01,월,서울 이랜드,김포 FC,목동종합운동장 주경기장,비,32.4℃,605,30
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,06,토,서울 이랜드,안산 그리너스,목동종합운동장 주경기장,비,30.3℃,623,30
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,07,일,대전 하나 시티즌,부산 아이파크,대전월드컵경기장,구름많음,34.3℃,1981,30
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,07,일,충남 아산 FC,광주 FC,이순신종합운동장,구름많음,34.3℃,546,30
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,08,월,경남 FC,FC 안양,창원축구센터,흐림,32.3℃,627,30
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,08,월,전남 드래곤즈,부천FC,광양전용구장,구름많음,31.6℃,1041,31
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,13,토,부천FC,서울 이랜드,부천종합운동장,비,26.8℃,1013,31
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,13,토,안산 그리너스,광주 FC,안산와~스타디움,비,26.8℃,1319,31
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,13,토,전남 드래곤즈,FC 안양,광양전용구장,흐림,30.4℃,1042,31
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,14,일,김포 FC,경남 FC,김포솔터축구장,비,31.5℃,1196,31
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,14,일,대전 하나 시티즌,충남 아산 FC,대전월드컵경기장,비,30.4℃,2070,32
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,16,화,부산 아이파크,서울 이랜드,부산아시아드주경기장,비,29.2℃,1062,32
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,16,화,FC 안양,부천FC,안양종합운동장,구름조금,30.3℃,1064,32
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,17,수,광주 FC,전남 드래곤즈,광주축구전용구장,비,30.2℃,872,32
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,17,수,경남 FC,대전 하나 시티즌,창원축구센터,비,29.1℃,572,32
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,17,수,충남 아산 FC,김포 FC,이순신종합운동장,비,30.4℃,441,33
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,20,토,서울 이랜드,광주 FC,목동종합운동장 주경기장,구름조금,32℃,1403,33
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,21,일,대전 하나 시티즌,FC 안양,대전월드컵경기장,구름조금,32.8℃,2884,33
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,21,일,김포 FC,전남 드래곤즈,김포솔터축구장,구름조금,33℃,1301,33
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,22,월,안산 그리너스,충남 아산 FC,안산와~스타디움,비,30.9℃,537,33
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,22,월,부천FC,부산 아이파크,부천종합운동장,비,30.9℃,802,34
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,27,토,광주 FC,부산 아이파크,광주축구전용구장,구름조금,26.8℃,1335,34
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,27,토,대전 하나 시티즌,부천FC,대전월드컵경기장,구름조금,26.5℃,3351,34
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,27,토,FC 안양,김포 FC,안양종합운동장,비,25.6℃,3027,34
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,28,일,전남 드래곤즈,충남 아산 FC,광양전용구장,구름많음,25.9℃,1234,34
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,28,일,경남 FC,안산 그리너스,창원축구센터,구름조금,27.2℃,925,35
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,30,화,부산 아이파크,FC 안양,부산아시아드주경기장,비,27.2℃,1029,35
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,30,화,부천FC,광주 FC,부천종합운동장,비,20.6℃,555,35
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,31,수,서울 이랜드,대전 하나 시티즌,목동종합운동장 주경기장,구름많음,24.9℃,1210,35
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,31,수,충남 아산 FC,경남 FC,이순신종합운동장,비,23.3℃,433,35
KLEAGUE,K LEAGUE 2,2022 시즌,2022,08,31,수,김포 FC,안산 그리너스,김포솔터축구장,흐림,24℃,768,36
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,03,토,광주 FC,김포 FC,광주축구전용구장,흐림,28.9℃,1825,36
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,03,토,충남 아산 FC,부천FC,이순신종합운동장,흐림,26.7℃,2134,36
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,04,일,안산 그리너스,부산 아이파크,안산와~스타디움,비,26.4℃,1184,36
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,05,월,서울 이랜드,경남 FC,목동종합운동장 주경기장,비,22.7℃,228,36
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,05,월,FC 안양,전남 드래곤즈,안양종합운동장,비,23℃,257,37
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,10,토,부산 아이파크,경남 FC,부산아시아드주경기장,흐림,26.4℃,1571,37
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,10,토,대전 하나 시티즌,충남 아산 FC,대전월드컵경기장,흐림,26.3℃,1873,37
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,10,토,김포 FC,서울 이랜드,김포솔터축구장,구름많음,27.8℃,895,37
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,11,일,부천FC,안산 그리너스,부천종합운동장,흐림,26.6℃,1930,37
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,11,일,전남 드래곤즈,광주 FC,광양전용구장,구름많음,27.3℃,1250,38
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,13,화,부산 아이파크,대전 하나 시티즌,부산아시아드주경기장,흐림,28.4℃,1834,38
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,13,화,경남 FC,김포 FC,창원축구센터,흐림,27.8℃,510,38
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,14,수,안산 그리너스,전남 드래곤즈,안산와~스타디움,흐림,28.9℃,654,38
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,14,수,서울 이랜드,충남 아산 FC,목동종합운동장 주경기장,흐림,27.9℃,509,38
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,14,수,FC 안양,광주 FC,안양종합운동장,흐림,28.9℃,1106,39
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,17,토,경남 FC,부천FC,창원축구센터,비,32.2℃,1124,39
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,17,토,김포 FC,부산 아이파크,김포솔터축구장,비,30.2℃,1367,39
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,17,토,안산 그리너스,서울 이랜드,안산와~스타디움,비,30.2℃,835,39
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,17,토,전남 드래곤즈,대전 하나 시티즌,광양전용구장,구름많음,30.8℃,842,39
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,17,토,충남 아산 FC,FC 안양,이순신종합운동장,구름많음,33℃,2355,40
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,21,수,FC 안양,대전 하나 시티즌,안양종합운동장,맑음,25.1℃,1202,40
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,21,수,서울 이랜드,경남 FC,목동종합운동장 주경기장,맑음,25.6℃,700,40
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,24,토,부천FC,김포 FC,부천종합운동장,구름조금,24.4℃,2276,40
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,25,일,서울 이랜드,FC 안양,목동종합운동장 주경기장,구름많음,25.2℃,1492,40
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,25,일,대전 하나 시티즌,경남 FC,대전월드컵경기장,흐림,24.8℃,3007,41
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,26,월,광주 FC,안산 그리너스,광주축구전용구장,흐림,23.5℃,1304,41
KLEAGUE,K LEAGUE 2,2022 시즌,2022,09,26,월,전남 드래곤즈,부산 아이파크,광양전용구장,흐림,22.6℃,736,41
KLEAGUE,K LEAGUE 2,2022 시즌,2022,10,01,토,FC 안양,안산 그리너스,안양종합운동장,구름많음,27.4℃,2235,41
KLEAGUE,K LEAGUE 2,2022 시즌,2022,10,01,토,서울 이랜드,부천FC,목동종합운동장 주경기장,구름조금,27.6℃,1605,41
KLEAGUE,K LEAGUE 2,2022 시즌,2022,10,01,토,김포 FC,충남 아산 FC,김포솔터축구장,구름많음,27.4℃,972,42
KLEAGUE,K LEAGUE 2,2022 시즌,2022,10,02,일,경남 FC,전남 드래곤즈,창원축구센터,구름많음,28.6℃,1014,42
KLEAGUE,K LEAGUE 2,2022 시즌,2022,10,02,일,대전 하나 시티즌,광주 FC,대전월드컵경기장,비,27.6℃,5230,42
